ID;Tema;Domanda;Tipologia;Risposte;Difficoltà;Data creazione
BRKB00039;Breaking Bad;Quale personaggio continua a produrre metanfetamina dopo la morte di Gus?;4 risposte;A) Hank Schrader, B) Saul Goodman, ###C) Jesse Pinkman e Todd Alquist, D) Skyler White;⭐⭐;14/12/2025
BRKB00040;Breaking Bad;Scrivi il nome dell'attore che interpreta Saul Goodman nello spin-off "Better Call Saul".;Risposta aperta;###Bob Odenkirk;⭐⭐;14/12/2025
BRKB00041;Breaking Bad;La serie ha ricevuto numerosi premi Emmy.;Vero/Falso;###Vero, Falso;⭐⭐;14/12/2025
BRKB00042;Breaking Bad;Chi è il fixer e sicario che lavora per Gus e poi per altri?;4 risposte;A) Todd Alquist, ###B) Mike Ehrmantraut, C) Saul Goodman, D) Hank Schrader;⭐⭐;14/12/2025
BRKB00043;Breaking Bad;Scrivi il nome del personaggio che lavora come agente di sicurezza e poi come collaboratore di Gus.;Risposta aperta;###Mike Ehrmantraut;⭐⭐;14/12/2025
BRKB00044;Breaking Bad;Walter insegna chimica in un liceo.;Vero/Falso;###Vero, Falso;⭐⭐;14/12/2025
BRKB00045;Breaking Bad;Quale personaggio è coinvolto nella morte di un bambino in una scena drammatica?;4 risposte;A) Walter White, B) Jesse Pinkman, ###C) Todd Alquist, D) Hank Schrader;⭐⭐⭐;14/12/2025
BRKB00046;Breaking Bad;Scrivi il nome della ragazza che ha una relazione con Jesse e lavora come receptionist.;Risposta aperta;###Andrea Cantillo;⭐⭐;14/12/2025
BRKB00047;Breaking Bad;La serie esplora temi morali e familiari legati al crimine.;Vero/Falso;###Vero, Falso;⭐⭐;14/12/2025
BRKB00048;Breaking Bad;Quale personaggio è coinvolto nella fornitura di chimici e contatti industriali per la produzione?;4 risposte;A) Saul Goodman, ###B) Lydia Rodarte-Quayle, C) Hank Schrader, D) Marie;⭐⭐⭐;14/12/2025
BRKB00049;Breaking Bad;Scrivi il nome della sorella di Marie e moglie di Hank.;Risposta aperta;###Skyler White;⭐⭐;14/12/2025
BRKB00050;Breaking Bad;Chi è l'autore e creatore della serie televisiva "Breaking Bad"?;4 risposte;A) Peter Gould, B) Bryan Cranston, ###C) Vince Gilligan, D) Aaron Paul;⭐⭐;14/12/2025
