ID;Tema;Domanda;Tipologia;Risposte;Difficoltà;Data creazione
AOTN00027;Attack on Titan;Il Titano Carro è noto per la sua resistenza e mobilità.;Vero/Falso;@Vero, Falso;⭐⭐;14/12/2025
AOTN00028;Attack on Titan;Chi è il portatore del Titano Carro?;4 risposte;A) Annie, B) Ymir, @C) Pieck Finger, D) Sasha;⭐⭐;14/12/2025
AOTN00029;Attack on Titan;Qual è il nome del comandante che beve sempre alcolici?;4 risposte;A) Levi, B) Erwin, @C) Dot Pixis, D) Jean;⭐⭐;14/12/2025
AOTN00030;Attack on Titan;Chi è il portatore del Titano Martello da Guerra?;4 risposte;A) Reiner, B) Annie, @C) Lara Tybur, D) Pieck;⭐⭐⭐;14/12/2025
AOTN00031;Attack on Titan;Le Mura sono tre: Maria, Rose e Sina.;Vero/Falso;@Vero, Falso;⭐;14/12/2025
AOTN00032;Attack on Titan;Chi è il padre di Eren?;4 risposte;A) Zeke, @B) Grisha Yeager, C) Erwin, D) Nile;⭐⭐;14/12/2025
AOTN00033;Attack on Titan;Qual è il nome della squadra d’élite di Levi?;4 risposte;A) Squadra Hange, @B) Squadra Levi, C) Squadra Pixis, D) Squadra Jean;⭐⭐;14/12/2025
AOTN00034;Attack on Titan;Chi è il portatore del Titano d’Attacco prima di Eren?;4 risposte;A) Zeke, @B) Grisha Yeager, C) Reiner, D) Annie;⭐⭐⭐;14/12/2025
AOTN00035;Attack on Titan;Scrivi il nome del comandante che guida la carica finale contro il Titano Bestia.;Risposta aperta;@Erwin Smith;⭐⭐⭐;14/12/2025
AOTN00036;Attack on Titan;Chi è il portatore del Titano Colossale dopo Bertholdt?;4 risposte;A) Levi, B) Jean, @C) Armin Arlert, D) Connie;⭐⭐⭐;14/12/2025
AOTN00037;Attack on Titan;Il Titano Femmina può indurire la pelle.;Vero/Falso;@Vero, Falso;⭐⭐;14/12/2025
AOTN00038;Attack on Titan;Chi è il leader del Corpo di Ricerca durante la missione nel Bosco dei Giganti?;4 risposte;A) Levi, @B) Erwin, C) Hange, D) Jean;⭐⭐;14/12/2025
AOTN00039;Attack on Titan;Qual è il nome del Titano che può lanciare oggetti con precisione mortale?;4 risposte;A) Colossale, B) Corazzato, @C) Bestia, D) Martello;⭐⭐;14/12/2025
AOTN00040;Attack on Titan;Chi è il portatore del Titano Mascella dopo Ymir?;4 risposte;A) Reiner, B) Annie, @C) Porco Galliard, D) Pieck;⭐⭐⭐;14/12/2025
AOTN00041;Attack on Titan;I Titani puri non hanno intelligenza.;Vero/Falso;@Vero, Falso;⭐;14/12/2025
AOTN00042;Attack on Titan;Chi è il comandante della Polizia Militare?;4 risposte;A) Erwin, B) Levi, @C) Nile Dok, D) Pixis;⭐⭐;14/12/2025
AOTN00043;Attack on Titan;Qual è il nome del Titano che può creare armi con l’indurimento?;4 risposte;A) Bestia, B) Corazzato, @C) Martello da Guerra, D) Colossale;⭐⭐⭐;14/12/2025
AOTN00044;Attack on Titan;Chi è il portatore originale del Titano Bestia?;4 risposte;A) Eren, B) Reiner, @C) Tom Ksaver, D) Jean;⭐⭐⭐;14/12/2025
AOTN00045;Attack on Titan;Scrivi il nome del comandante che succede a Hange.;Risposta aperta;@Armin Arlert;⭐⭐⭐;14/12/2025
AOTN00046;Attack on Titan;Chi è il portatore del Titano Carro durante la guerra di Marley?;4 risposte;A) Annie, B) Ymir, @C) Pieck Finger, D) Sasha;⭐⭐;14/12/2025
AOTN00047;Attack on Titan;Il Titano Colossale può generare calore esplosivo.;Vero/Falso;@Vero, Falso;⭐⭐;14/12/2025
AOTN00048;Attack on Titan;Chi è il portatore del Titano Corazzato durante la guerra di Marley?;4 risposte;A) Eren, B) Jean, @C) Reiner Braun, D) Connie;⭐⭐;14/12/2025
AOTN00049;Attack on Titan;Qual è il nome del comandante che guida la difesa di Trost?;4 risposte;A) Levi, B) Erwin, @C) Dot Pixis, D) Nile;⭐⭐;14/12/2025
AOTN00050;Attack on Titan;Chi è il portatore del Titano d’Attacco alla fine della serie?;4 risposte;A) Armin, B) Levi, @C) Eren Yeager, D) Jean;⭐⭐⭐;14/12/2025
