ID;Tema;Domanda;Tipologia;Risposte;Difficoltà;Data creazione
CART00022;Cartoni '70-'80;Scrivi il nome del creatore de "La Linea".;Risposta aperta;###Osvaldo Cavandoli;⭐⭐;16/01/2026
CART00023;Cartoni '70-'80;Quale serie presenta il detective con gadget stravaganti e la nipote Penny?;4 risposte;A) Scooby-Doo, ###B) Inspector Gadget, C) The Pink Panther, D) Tintin;⭐⭐;16/01/2026
CART00024;Cartoni '70-'80;"Goldrake" è il titolo italiano di quale serie giapponese?;Vero/Falso;Vero, ###Falso;⭐⭐;16/01/2026
CART00025;Cartoni '70-'80;Quale serie presenta gare automobilistiche con personaggi come Dick Dastardly?;4 risposte;A) The Jetsons, ###B) Wacky Races, C) The Flintstones, D) The Pink Panther;⭐⭐;16/01/2026
CART00026;Cartoni '70-'80;Scrivi il nome del leader degli Autobot in "The Transformers".;Risposta aperta;###Optimus Prime;⭐⭐;16/01/2026
CART00027;Cartoni '70-'80;Quale serie giapponese ha come protagonista un wrestler mascherato eroe?;4 risposte;A) Mazinga Z, B) Goldrake, ###C) Tiger Mask, D) Captain Harlock;⭐⭐;16/01/2026
CART00028;Cartoni '70-'80;La serie "The Smurfs" è basata su fumetti belgi creati da Peyo.;Vero/Falso;###Vero, Falso;⭐⭐;16/01/2026
CART00029;Cartoni '70-'80;Quale serie presenta la bambina Heidi che vive sulle Alpi?;4 risposte;A) Candy Candy, ###B) Heidi, C) Maya the Bee, D) Marco;⭐;16/01/2026
CART00030;Cartoni '70-'80;Scrivi il nome del protagonista di "Astro Boy".;Risposta aperta;###Astro Boy;⭐;16/01/2026
CART00031;Cartoni '70-'80;Quale serie italiana ha come protagonista il pulcino Calimero?;4 risposte;A) La Pimpa, B) Signor Rossi, ###C) Calimero, D) Pimpa;⭐;16/01/2026
CART00032;Cartoni '70-'80;La serie "Voltron" ha versioni con leoni e con veicoli.;Vero/Falso;###Vero, Falso;⭐;16/01/2026
CART00033;Cartoni '70-'80;Quale serie è basata sui fumetti di Hergé con protagonista un giovane reporter?;4 risposte;A) The Little Prince, ###B) The Adventures of Tintin, C) The Mysterious Cities of Gold, D) The Rose of Versailles;⭐;16/01/2026
CART00034;Cartoni '70-'80;Scrivi il nome del creatore dei Puffi.;Risposta aperta;###Pierre Culliford (Peyo);⭐;16/01/2026
CART00035;Cartoni '70-'80;Quale serie presenta Maya l'ape?;4 risposte;A) Heidi, ###B) Maya the Bee, C) Candy Candy, D) Marco;⭐;16/01/2026
CART00036;Cartoni '70-'80;La serie "Robotech" è un adattamento occidentale di più anime giapponesi.;Vero/Falso;###Vero, Falso;⭐;16/01/2026
CART00037;Cartoni '70-'80;Quale serie presenta il wallaby Rocko come protagonista?;4 risposte;A) Rugrats, B) The Jetsons, ###C) Rocko's Modern Life, D) The Flintstones;⭐;16/01/2026
CART00038;Cartoni '70-'80;Scrivi il nome del personaggio noto per i trucchi sleali in "Wacky Races".;Risposta aperta;###Dick Dastardly;⭐;16/01/2026
CART00039;Cartoni '70-'80;Quale serie presenta il gatto robot Doraemon?;4 risposte;A) Astro Boy, ###B) Doraemon, C) Candy Candy, D) Heidi;⭐;16/01/2026
CART00040;Cartoni '70-'80;La Pimpa è nata come fumetto creato da Altan.;Vero/Falso;###Vero, Falso;⭐;16/01/2026
CART00041;Cartoni '70-'80;Quale show include cortometraggi con il personaggio The Pink Panther?;4 risposte;A) The Inspector, B) The Ant and the Aardvark, ###C) The Pink Panther Show, D) The Wuzzles;⭐;16/01/2026
CART00042;Cartoni '70-'80;Scrivi il nome del protagonista di "The Adventures of Tintin".;Risposta aperta;###Tintin;⭐;16/01/2026
CART00043;Cartoni '70-'80;Quale serie presenta il robot Mazinga pilotato da Koji Kabuto?;4 risposte;A) Getter Robo, ###B) Mazinga Z, C) Goldrake, D) Daitarn 3;⭐;16/01/2026
CART00044;Cartoni '70-'80;La trasmissione dei cartoni giapponesi in Italia ha favorito il genere mecha.;Vero/Falso;###Vero, Falso;⭐;16/01/2026
CART00045;Cartoni '70-'80;Quale serie per bambini degli anni '70-'80 ha una protagonista che esplora con una mappa?;4 risposte;A) The Smurfs, B) Rugrats, C) The Jetsons, ###D) (nessuna delle precedenti);⭐⭐;16/01/2026
CART00046;Cartoni '70-'80;Scrivi il nome del protagonista di "Captain Harlock".;Risposta aperta;###Captain Harlock;⭐⭐;16/01/2026
CART00047;Cartoni '70-'80;Quale serie presenta il personaggio Barbapapa che cambia forma?;4 risposte;A) Calimero, ###B) Barbapapa, C) Pimpa, D) Maya the Bee;⭐⭐;16/01/2026
CART00048;Cartoni '70-'80;La serie "The Jetsons" è ambientata in un futuro tecnologico.;Vero/Falso;###Vero, Falso;⭐⭐;16/01/2026
CART00049;Cartoni '70-'80;Quale serie presenta il pulcino Calimero con il guscio rotto?;4 risposte;A) Pimpa, B) Signor Rossi, ###C) Calimero, D) Barbapapa;⭐⭐;16/01/2026
CART00050;Cartoni '70-'80;Scrivi il nome del pilota di Goldrake nella versione italiana.;Risposta aperta;###Actarus;⭐⭐;16/01/2026
CART00051;Cartoni '70-'80;Quale serie Disney presenta creature ibride chiamate Wuzzles?;4 risposte;A) The Smurfs, ###B) The Wuzzles, C) Muppet Babies, D) The Wacky Races;⭐⭐;16/01/2026
CART00052;Cartoni '70-'80;La serie "The Flintstones" è ambientata in chiave comica nell'età della pietra.;Vero/Falso;###Vero, Falso;⭐⭐;16/01/2026
CART00053;Cartoni '70-'80;Quale serie presenta i neonati Tommy, Chuckie e Angelica?;4 risposte;A) Hey Arnold!, ###B) Rugrats, C) Rocko's Modern Life, D) The Jetsons;⭐⭐;16/01/2026
CART00054;Cartoni '70-'80;Scrivi il nome del creatore de "La Linea".;Risposta aperta;###Osvaldo Cavandoli;⭐⭐;16/01/2026
CART00055;Cartoni '70-'80;Quale anime racconta un ragazzo che attraversa l'America Latina per ritrovare la madre?;4 risposte;A) Heidi, B) Candy Candy, ###C) Marco: From the Apennines to the Andes, D) The Mysterious Cities of Gold;⭐⭐;16/01/2026
CART00056;Cartoni '70-'80;La versione italiana di "Robotech" subì adattamenti e tagli.;Vero/Falso;###Vero, Falso;⭐⭐;16/01/2026
CART00057;Cartoni '70-'80;Quale serie presenta la Mach 5 e il pilota Speed Racer?;4 risposte;A) Astro Boy, ###B) Speed Racer, C) Captain Harlock, D) Goldrake;⭐⭐;16/01/2026
CART00058;Cartoni '70-'80;Scrivi il nome del creatore di "Lupin III".;Risposta aperta;###Monkey Punch;⭐⭐;16/01/2026
CART00059;Cartoni '70-'80;Quale serie presenta Maya e le sue avventure nella natura?;4 risposte;A) Heidi, ###B) Maya the Bee, C) Candy Candy, D) Marco;⭐⭐;16/01/2026
CART00060;Cartoni '70-'80;La serie "The Smurfs" ha avuto grande impatto sul merchandising.;Vero/Falso;###Vero, Falso;⭐⭐;16/01/2026
CART00061;Cartoni '70-'80;Quale serie presenta Arsène Lupin III come ladro gentiluomo?;4 risposte;A) The Adventures of Tintin, ###B) Lupin III, C) The Mysterious Cities of Gold, D) The Rose of Versailles;⭐⭐;16/01/2026
CART00062;Cartoni '70-'80;Scrivi il nome del protagonista muto de "The Pink Panther Show".;Risposta aperta;###The Pink Panther;⭐⭐;16/01/2026
CART00063;Cartoni '70-'80;Quale serie è un adattamento del romanzo "Il piccolo Lord"?;4 risposte;A) The Little Prince, ###B) Il piccolo Lord, C) The Adventures of Tintin, D) The Mysterious Cities of Gold;⭐⭐;16/01/2026
CART00064;Cartoni '70-'80;La programmazione TV europea degli anni '70-'80 includeva molte co-produzioni.;Vero/Falso;###Vero, Falso;⭐⭐;16/01/2026
CART00065;Cartoni '70-'80;Quale serie presenta Inspector Gadget con gadget nascosti nel corpo?;4 risposte;A) Scooby-Doo, ###B) Inspector Gadget, C) The Pink Panther, D) The Jetsons;⭐⭐;16/01/2026
CART00066;Cartoni '70-'80;Scrivi il nome del personaggio che guida la Mean Machine in "Wacky Races".;Risposta aperta;###Dick Dastardly;⭐⭐;16/01/2026
CART00067;Cartoni '70-'80;Quale serie presenta Barbapapa che cambia forma per aiutare gli amici?;4 risposte;A) Calimero, ###B) Barbapapa, C) Pimpa, D) Maya the Bee;⭐⭐;16/01/2026
CART00068;Cartoni '70-'80;La serie "The Jetsons" è prodotta da Hanna-Barbera.;Vero/Falso;###Vero, Falso;⭐⭐;16/01/2026
CART00069;Cartoni '70-'80;Quale serie presenta Fred come capofamiglia preistorico?;4 risposte;A) The Jetsons, ###B) The Flintstones, C) The Smurfs, D) Tom and Jerry;⭐⭐;16/01/2026
CART00070;Cartoni '70-'80;Scrivi il nome del protagonista di "The Mysterious Cities of Gold".;Risposta aperta;###Esteban;⭐⭐;16/01/2026
CART00071;Cartoni '70-'80;Quale serie italiana ha come protagonista Calimero?;4 risposte;A) Barbapapa, ###B) Calimero, C) La Pimpa, D) Signor Rossi;⭐⭐;16/01/2026
CART00072;Cartoni '70-'80;La serie "Goldrake" è stata doppiata in molte lingue europee.;Vero/Falso;###Vero, Falso;⭐⭐;16/01/2026
CART00073;Cartoni '70-'80;Quale serie presenta Astro Boy, creato da Osamu Tezuka?;4 risposte;A) Doraemon, B) Speed Racer, ###C) Astro Boy, D) Captain Harlock;⭐⭐;16/01/2026
CART00074;Cartoni '70-'80;Scrivi il nome del robot protagonista di "Mazinga Z".;Risposta aperta;###Mazinga Z;⭐⭐;16/01/2026
CART00075;Cartoni '70-'80;Quale serie presenta Popeye e la sua fidanzata Olivia?;4 risposte;A) Tom and Jerry, ###B) Popeye, C) The Jetsons, D) The Flintstones;⭐⭐;16/01/2026
CART00076;Cartoni '70-'80;La serie "Voltron" è stata popolare in Italia negli anni '80.;Vero/Falso;###Vero, Falso;⭐⭐;16/01/2026
CART00077;Cartoni '70-'80;Quale serie presenta Speed Racer e la sua famiglia di piloti?;4 risposte;A) Goldrake, ###B) Speed Racer, C) Robotech, D) Lupin III;⭐;16/01/2026
CART00078;Cartoni '70-'80;Scrivi il nome del creatore dei Puffi.;Risposta aperta;###Peyo (Pierre Culliford);⭐;16/01/2026
CART00079;Cartoni '70-'80;Quale serie presenta Maya e la sua amica Willy?;4 risposte;A) Heidi, ###B) Maya the Bee, C) Candy Candy, D) Marco;⭐;16/01/2026
CART00080;Cartoni '70-'80;La serie "Lupin III" ha ispirato film e special TV.;Vero/Falso;###Vero, Falso;⭐;16/01/2026
CART00081;Cartoni '70-'80;Quale serie presenta Inspector Gadget creata da DIC Entertainment?;4 risposte;A) Scooby-Doo, ###B) Inspector Gadget, C) The Pink Panther, D) The Jetsons;⭐;16/01/2026
CART00082;Cartoni '70-'80;Scrivi il nome del leader degli Autobot in "The Transformers".;Risposta aperta;###Optimus Prime;⭐;16/01/2026
CART00083;Cartoni '70-'80;Quale serie presenta Captain Harlock come capitano ribelle?;4 risposte;A) Space Battleship Yamato, ###B) Captain Harlock, C) Galaxy Express 999, D) Robotech;⭐;16/01/2026
CART00084;Cartoni '70-'80;La serie "Heidi" è tratta da un romanzo di Johanna Spyri.;Vero/Falso;###Vero, Falso;⭐;16/01/2026
CART00085;Cartoni '70-'80;Quale serie presenta Rocko come protagonista di una sitcom animata?;4 risposte;A) Rugrats, ###B) Rocko's Modern Life, C) The Jetsons, D) The Flintstones;⭐;16/01/2026
CART00086;Cartoni '70-'80;Scrivi il nome del pilota sleale di "Wacky Races".;Risposta aperta;###Dick Dastardly;⭐;16/01/2026
CART00087;Cartoni '70-'80;Quale serie presenta Barbapapa che cambia forma per aiutare gli amici?;4 risposte;A) Calimero, ###B) Barbapapa, C) Pimpa, D) Maya the Bee;⭐;16/01/2026
CART00088;Cartoni '70-'80;La serie "The Pink Panther Show" è caratterizzata da umorismo visivo e musica jazz.;Vero/Falso;###Vero, Falso;⭐;16/01/2026
CART00089;Cartoni '70-'80;Quale serie presenta Calimero creato da Nino e Toni Pagot?;4 risposte;A) Barbapapa, B) La Pimpa, ###C) Calimero, D) Signor Rossi;⭐;16/01/2026
CART00090;Cartoni '70-'80;Scrivi il nome del capofamiglia dei Jetson.;Risposta aperta;###George Jetson;⭐;16/01/2026
CART00091;Cartoni '70-'80;Quale serie presenta Astro Boy come robot con cuore umano?;4 risposte;A) Doraemon, ###B) Astro Boy, C) Speed Racer, D) Captain Harlock;⭐;16/01/2026
CART00092;Cartoni '70-'80;La serie "The Smurfs" ha generato ampio merchandising negli anni '80.;Vero/Falso;###Vero, Falso;⭐;16/01/2026
CART00093;Cartoni '70-'80;Quale serie presenta Esteban e il suo amico Tao?;4 risposte;A) The Adventures of Tintin, ###B) The Mysterious Cities of Gold, C) The Rose of Versailles, D) The Little Prince;⭐;16/01/2026
CART00094;Cartoni '70-'80;Scrivi il nome del robot protagonista di "Daitarn 3".;Risposta aperta;###Daitarn 3;⭐;16/01/2026
CART00095;Cartoni '70-'80;Vero o falso: la Pimpa è stata creata da Altan.;Vero/Falso;###Vero, Falso;⭐;16/01/2026
CART00096;Cartoni '70-'80;Vero o falso: la sigla italiana di Goldrake fu cantata da Vince Tempera.;Vero/Falso;Vero, ###Falso;⭐;16/01/2026
CART00097;Cartoni '70-'80;Vero o falso: "The Jetsons" è stato prodotto da Hanna-Barbera.;Vero/Falso;###Vero, Falso;⭐;16/01/2026
CART00098;Cartoni '70-'80;Vero o falso: "Robotech" è un adattamento di più anime giapponesi.;Vero/Falso;###Vero, Falso;⭐;16/01/2026
CART00099;Cartoni '70-'80;Vero o falso: "The Pink Panther Show" utilizza spesso musica jazz nelle sue sequenze.;Vero/Falso;Vero, ###Falso;⭐;16/01/2026
CART00100;Cartoni '70-'80;Vero o falso: la trasmissione dei cartoni anni '70-'80 ha influenzato il merchandising e i giocattoli.;Vero/Falso;###Vero, Falso;⭐;16/01/2026
