ID;Tema;Domanda;Tipologia;Risposte;Difficoltà;Data creazione
DCCM00031;DC Comics;Chi è il padre biologico di Superman?;4 risposte;A) Zod, @B) Jor-El, C) Jonathan Kent, D) Brainiac;⭐⭐;14/12/2025
DCCM00032;DC Comics;Harley Quinn era una psichiatra.;Vero/Falso;@Vero, Falso;⭐⭐;14/12/2025
DCCM00033;DC Comics;Qual è il vero nome di Harley Quinn?;4 risposte;A) Pamela Isley, @B) Harleen Quinzel, C) Barbara Gordon, D) Talia al Ghul;⭐⭐;14/12/2025
DCCM00034;DC Comics;Chi è il nemico principale di Shazam?;4 risposte;A) Joker, B) Darkseid, @C) Doctor Sivana, D) Sinestro;⭐⭐;14/12/2025
DCCM00035;DC Comics;Scrivi il nome del mago che dà i poteri a Shazam.;Risposta aperta;@Mago Shazam;⭐⭐;14/12/2025
DCCM00036;DC Comics;Chi è il vero nome di Shazam (Billy)?;4 risposte;A) Barry Allen, @B) Billy Batson, C) Jason Todd, D) Hal Jordan;⭐;14/12/2025
DCCM00037;DC Comics;La Justice League è composta da più eroi.;Vero/Falso;@Vero, Falso;⭐;14/12/2025
DCCM00038;DC Comics;Qual è il nome della base della Justice League?;4 risposte;A) Torre degli Avengers, @B) Torre di Guardia, C) Fortezza della Solitudine, D) Batcaverna;⭐⭐;14/12/2025
DCCM00039;DC Comics;Chi è il nemico principale di Cyborg?;4 risposte;A) Joker, B) Lex Luthor, @C) Grid, D) Sinestro;⭐⭐⭐;14/12/2025
DCCM00040;DC Comics;Qual è il nome della madre di Wonder Woman?;4 risposte;A) Mera, B) Zatanna, @C) Ippolita, D) Hera;⭐⭐;14/12/2025
DCCM00041;DC Comics;Chi è il secondo Robin?;4 risposte;A) Dick Grayson, @B) Jason Todd, C) Tim Drake, D) Damian Wayne;⭐⭐;14/12/2025
DCCM00042;DC Comics;Il Joker non ha un'origine certa.;Vero/Falso;@Vero, Falso;⭐⭐;14/12/2025
DCCM00043;DC Comics;Qual è il vero nome di Catwoman?;4 risposte;A) Harley Quinn, @B) Selina Kyle, C) Talia al Ghul, D) Barbara Gordon;⭐⭐;14/12/2025
DCCM00044;DC Comics;Chi è il nemico principale di Martian Manhunter?;4 risposte;A) Joker, B) Lex Luthor, @C) Ma'alefa'ak, D) Sinestro;⭐⭐⭐;14/12/2025
DCCM00045;DC Comics;Scrivi il nome della città di Aquaman.;Risposta aperta;@Atlantide;⭐;14/12/2025
DCCM00046;DC Comics;Chi è il terzo Robin?;4 risposte;A) Jason Todd, @B) Tim Drake, C) Dick Grayson, D) Damian Wayne;⭐⭐;14/12/2025
DCCM00047;DC Comics;La Fortezza della Solitudine è la base di Superman.;Vero/Falso;@Vero, Falso;⭐;14/12/2025
DCCM00048;DC Comics;Qual è il vero nome di Batwoman?;4 risposte;A) Barbara Gordon, @B) Kate Kane, C) Cassandra Cain, D) Stephanie Brown;⭐⭐;14/12/2025
DCCM00049;DC Comics;Chi è il nemico principale di Nightwing?;4 risposte;A) Joker, @B) Deathstroke, C) Bane, D) Riddler;⭐⭐⭐;14/12/2025
DCCM00050;DC Comics;Qual è il nome della figlia di Batman?;4 risposte;A) Barbara Gordon, @B) Damian Wayne (figlio), C) Helena Wayne, D) Cassandra Cain;⭐⭐;14/12/2025
DCCM00051;DC Comics;Chi è il quarto Robin?;4 risposte;A) Dick Grayson, B) Jason Todd, C) Tim Drake, @D) Damian Wayne;⭐⭐;14/12/2025
DCCM00052;DC Comics;Supergirl è la cugina di Superman.;Vero/Falso;@Vero, Falso;⭐;14/12/2025
DCCM00053;DC Comics;Qual è il vero nome di Supergirl?;4 risposte;A) Diana Prince, @B) Kara Zor-El, C) Linda Danvers, D) Talia al Ghul;⭐⭐;14/12/2025
DCCM00054;DC Comics;Chi è il nemico principale di Supergirl?;4 risposte;A) Joker, B) Lex Luthor, @C) ReacTor, D) Brainiac;⭐⭐;14/12/2025
DCCM00055;DC Comics;Scrivi il nome della madre di Superman.;Risposta aperta;@Lara Lor-Van;⭐⭐;14/12/2025
DCCM00056;DC Comics;Chi è il nemico principale di Batgirl?;4 risposte;A) Joker, @B) Firefly, C) Bane, D) Sinestro;⭐⭐;14/12/2025
DCCM00057;DC Comics;La Legione dei Supereroi viene dal futuro.;Vero/Falso;@Vero, Falso;⭐⭐;14/12/2025
DCCM00058;DC Comics;Qual è il vero nome di Zatanna?;4 risposte;A) Diana Prince, @B) Zatanna Zatara, C) Raven Roth, D) Barbara Gordon;⭐⭐;14/12/2025
DCCM00059;DC Comics;Chi è il nemico principale di Green Arrow?;4 risposte;A) Joker, @B) Merlyn, C) Sinestro, D) Reverse-Flash;⭐⭐;14/12/2025
DCCM00060;DC Comics;Qual è il nome della città di Blue Beetle?;4 risposte;A) Gotham, B) Metropolis, @C) El Paso, D) Central City;⭐⭐;14/12/2025
DCCM00061;DC Comics;Chi è il vero nome di Blue Beetle (Jaime)?;4 risposte;A) Ted Kord, @B) Jaime Reyes, C) Dan Garrett, D) Kyle Rayner;⭐⭐;14/12/2025
DCCM00062;DC Comics;La Justice Society è più antica della Justice League.;Vero/Falso;@Vero, Falso;⭐⭐;14/12/2025
DCCM00063;DC Comics;Qual è il vero nome di Black Canary?;4 risposte;A) Barbara Gordon, @B) Dinah Lance, C) Helena Bertinelli, D) Kate Kane;⭐⭐;14/12/2025
DCCM00064;DC Comics;Chi è il nemico principale di Shazam?;4 risposte;A) Joker, B) Darkseid, @C) Black Adam, D) Sinestro;⭐⭐;14/12/2025
DCCM00065;DC Comics;Scrivi il nome della città di Wonder Woman.;Risposta aperta;@Themyscira;⭐⭐;14/12/2025
DCCM00066;DC Comics;Chi è il nemico principale di Superboy?;4 risposte;A) Joker, @B) Match, C) Lex Luthor, D) Brainiac;⭐⭐;14/12/2025
DCCM00067;DC Comics;La Suicide Squad è composta da criminali.;Vero/Falso;@Vero, Falso;⭐⭐;14/12/2025
DCCM00068;DC Comics;Qual è il vero nome di Deadshot?;4 risposte;A) Slade Wilson, @B) Floyd Lawton, C) John Diggle, D) Rick Flag;⭐⭐;14/12/2025
DCCM00069;DC Comics;Chi è il nemico principale di Hawkman?;4 risposte;A) Joker, @B) Hath-Set, C) Sinestro, D) Brainiac;⭐⭐;14/12/2025
DCCM00070;DC Comics;Qual è il vero nome di Raven?;4 risposte;A) Kara Zor-El, @B) Rachel Roth, C) Donna Troy, D) Barbara Gordon;⭐⭐;14/12/2025
DCCM00071;DC Comics;Gli Young Justice sono una squadra di giovani eroi.;Vero/Falso;@Vero, Falso;⭐;14/12/2025
DCCM00072;DC Comics;Chi è il nemico principale di Raven?;4 risposte;A) Joker, @B) Trigon, C) Sinestro, D) Brainiac;⭐⭐⭐;14/12/2025
DCCM00073;DC Comics;Qual è il vero nome di Starfire?;4 risposte;A) Kara Zor-El, @B) Koriand'r, C) Donna Troy, D) Zatanna;⭐⭐;14/12/2025
DCCM00074;DC Comics;Chi è il nemico principale dei Teen Titans?;4 risposte;A) Joker, B) Lex Luthor, @C) Deathstroke, D) Brainiac;⭐⭐;14/12/2025
DCCM00075;DC Comics;Scrivi il nome della città di Nightwing.;Risposta aperta;@Blüdhaven;⭐⭐;14/12/2025
DCCM00076;DC Comics;Chi è il nemico principale di Batwoman?;4 risposte;A) Joker, @B) Alice, C) Bane, D) Sinestro;⭐⭐;14/12/2025
DCCM00077;DC Comics;La Fortezza della Solitudine è in Antartide.;Vero/Falso;@Vero, Falso;⭐⭐;14/12/2025
DCCM00078;DC Comics;Qual è il vero nome di Doctor Fate?;4 risposte;A) John Constantine, @B) Kent Nelson, C) Zatara, D) Jim Corrigan;⭐⭐⭐;14/12/2025
DCCM00079;DC Comics;Chi è il nemico principale di Doctor Fate?;4 risposte;A) Joker, B) Lex Luthor, @C) Nabu corrotto, D) Sinestro;⭐⭐⭐;14/12/2025
DCCM00080;DC Comics;La Lanterna Verde trae potere dalla volontà.;Vero/Falso;@Vero, Falso;⭐⭐;14/12/2025
DCCM00081;DC Comics;Qual è il vero nome di Black Adam?;4 risposte;A) Teth-Osiris, @B) Teth-Adam, C) Adam Kane, D) Malik Adam;⭐⭐⭐;14/12/2025
DCCM00082;DC Comics;Chi è il nemico principale di Black Adam?;4 risposte;A) Joker, B) Lex Luthor, @C) Shazam, D) Sinestro;⭐⭐;14/12/2025
DCCM00083;DC Comics;La Lega delle Ombre è guidata da Ra's al Ghul.;Vero/Falso;@Vero, Falso;⭐⭐;14/12/2025
DCCM00084;DC Comics;Qual è il vero nome di Ra's al Ghul?;4 risposte;A) Bruce Wayne, B) Oliver Queen, @C) Ra's al Ghul (identità non cambiata), D) Damian Wayne;⭐⭐⭐;14/12/2025
DCCM00085;DC Comics;Chi è il nemico principale di Superboy-Prime?;4 risposte;A) Joker, @B) Superman, C) Brainiac, D) Darkseid;⭐⭐⭐;14/12/2025
DCCM00086;DC Comics;Scrivi il nome della città di Superman.;Risposta aperta;@Metropolis;⭐;14/12/2025
DCCM00087;DC Comics;Chi è il nemico principale di Blue Beetle (Ted Kord)?;4 risposte;A) Joker, @B) Doctor Polaris, C) Sinestro, D) Reverse-Flash;⭐⭐;14/12/2025
DCCM00088;DC Comics;La Batmobile è il veicolo principale di Batman.;Vero/Falso;@Vero, Falso;⭐;14/12/2025
DCCM00089;DC Comics;Qual è il vero nome di The Question?;4 risposte;A) Jason Todd, @B) Vic Sage, C) Ted Kord, D) Hal Jordan;⭐⭐;14/12/2025
DCCM00090;DC Comics;Chi è il nemico principale di The Question?;4 risposte;A) Joker, @B) Reverend Hatch, C) Sinestro, D) Brainiac;⭐⭐⭐;14/12/2025
DCCM00091;DC Comics;La Justice League ha sede sulla Torre di Guardia.;Vero/Falso;@Vero, Falso;⭐⭐;14/12/2025
DCCM00092;DC Comics;Qual è il vero nome di Huntress?;4 risposte;A) Dinah Lance, @B) Helena Bertinelli, C) Kate Kane, D) Cassandra Cain;⭐⭐;14/12/2025
DCCM00093;DC Comics;Chi è il nemico principale di Huntress?;4 risposte;A) Joker, @B) Mandragora, C) Sinestro, D) Bane;⭐⭐⭐;14/12/2025
DCCM00094;DC Comics;Gli eroi di DC appartengono allo stesso universo narrativo.;Vero/Falso;@Vero, Falso;⭐;14/12/2025
DCCM00095;DC Comics;Qual è il vero nome di Red Hood?;4 risposte;A) Dick Grayson, @B) Jason Todd, C) Tim Drake, D) Damian Wayne;⭐⭐;14/12/2025
DCCM00096;DC Comics;Chi è il nemico principale di Red Hood?;4 risposte;A) Joker, @B) Black Mask, C) Bane, D) Sinestro;⭐⭐⭐;14/12/2025
DCCM00097;DC Comics;La Fortezza della Solitudine è la base di Superman.;Vero/Falso;@Vero, Falso;⭐;14/12/2025
DCCM00098;DC Comics;Qual è il vero nome di Power Girl?;4 risposte;A) Kara Zor-El, @B) Kara Zor-L, C) Linda Danvers, D) Donna Troy;⭐⭐;14/12/2025
DCCM00099;DC Comics;Chi è il nemico principale di Power Girl?;4 risposte;A) Joker, @B) Ultra-Humanite, C) Brainiac, D) Sinestro;⭐⭐⭐;14/12/2025
DCCM00100;DC Comics;Chi è il leader della Justice League nella maggior parte delle versioni?;4 risposte;A) Batman, @B) Superman, C) Wonder Woman, D) Flash;⭐⭐;14/12/2025
