ID;Tema;Domanda;Tipologia;Risposte;Difficoltà;Data creazione
CIN20017;Cinema 2000-2010;Chi interpreta il Joker in "Il cavaliere oscuro"?;Risposta aperta;###Heath Ledger;⭐⭐;16/01/2026
CIN20018;Cinema 2000-2010;Quale film dei fratelli Coen ha vinto l'Oscar come Miglior Film nel 2008?;4 risposte;A) Il petroliere, ###B) Non è un paese per vecchi, C) The Departed, D) There Will Be Blood;⭐⭐;16/01/2026
CIN20019;Cinema 2000-2010;Quale film del 2010 racconta la nascita di Facebook?;4 risposte;A) The Social Network, B) Social Network, ###C) The Social Network, D) The Social Web;⭐⭐⭐;16/01/2026
CIN20020;Cinema 2000-2010;Quale film di Sofia Coppola è ambientato a Tokyo e uscito nel 2003?;4 risposte;A) Marie Antoinette, ###B) Lost in Translation, C) The Virgin Suicides, D) Somewhere;⭐⭐;16/01/2026
CIN20021;Cinema 2000-2010;Chi ha diretto "Il petroliere" (There Will Be Blood)?;Risposta aperta;###Paul Thomas Anderson;⭐⭐⭐;16/01/2026
CIN20022;Cinema 2000-2010;Quale capitolo della saga di Harry Potter è uscito nel 2002?;4 risposte;A) La pietra filosofale, ###B) La camera dei segreti, C) Il prigioniero di Azkaban, D) Il calice di fuoco;⭐⭐;16/01/2026
CIN20023;Cinema 2000-2010;Chi ha diretto "Il pianista" (2002)?;4 risposte;A) Roman Polanski, B) Steven Spielberg, ###C) Roman Polanski, D) Miloš Forman;⭐⭐;16/01/2026
CIN20024;Cinema 2000-2010;Quale film di Danny Boyle ha vinto l'Oscar come Miglior Film nel 2008?;4 risposte;A) 127 ore, ###B) The Millionaire (Slumdog Millionaire), C) Sunshine, D) Trainspotting;⭐⭐;16/01/2026
CIN20025;Cinema 2000-2010;Chi è l'attrice protagonista in "Lost in Translation"?;Risposta aperta;###Scarlett Johansson;⭐⭐;16/01/2026
CIN20026;Cinema 2000-2010;Quale film di Mike Leigh del 2004 racconta la vita di una donna nella Londra degli anni '50?;4 risposte;A) The Queen, ###B) Vera Drake, C) Atonement, D) Notes on a Scandal;⭐⭐⭐;16/01/2026
CIN20027;Cinema 2000-2010;Chi interpreta la Regina Elisabetta II in "The Queen" (2006)?;4 risposte;A) Meryl Streep, ###B) Helen Mirren, C) Judi Dench, D) Kate Winslet;⭐⭐;16/01/2026
CIN20028;Cinema 2000-2010;Quale film di James Cameron del 2009 ha stabilito record di incasso?;4 risposte;A) Titanic, ###B) Avatar, C) Terminator, D) Aliens;⭐⭐⭐;16/01/2026
CIN20029;Cinema 2000-2010;Chi interpreta il protagonista in "Il petroliere" (Daniel Plainview)?;Risposta aperta;###Daniel Day-Lewis;⭐⭐⭐;16/01/2026
CIN20030;Cinema 2000-2010;Quale film di Robert Zemeckis del 2004 ha utilizzato la motion capture per alcuni personaggi?;4 risposte;A) Cast Away, ###B) Polar Express, C) Forrest Gump, D) The Walk;⭐⭐;16/01/2026
CIN20031;Cinema 2000-2010;Quanti Oscar ha vinto "Il Signore degli Anelli - Il ritorno del re" nel 2004?;4 risposte;A) 8, B) 9, ###C) 11, D) 12;⭐⭐;16/01/2026
CIN20032;Cinema 2000-2010;Quale regista ha diretto "Il gladiatore" (2000)?;4 risposte;A) Ridley Scott, ###B) Ridley Scott, C) Peter Weir, D) Steven Soderbergh;⭐⭐;16/01/2026
CIN20033;Cinema 2000-2010;Chi ha diretto "The Departed - Il bene e il male"?;Risposta aperta;###Martin Scorsese;⭐⭐;16/01/2026
CIN20034;Cinema 2000-2010;Quale film del 2007 è tratto dal romanzo di Cormac McCarthy e diretto dai fratelli Coen?;4 risposte;A) The Road, ###B) Non è un paese per vecchi, C) There Will Be Blood, D) The Assassination of Jesse James;⭐⭐;16/01/2026
CIN20035;Cinema 2000-2010;"The Hurt Locker" ha vinto l'Oscar per il Miglior Film nel 2010: è vero o falso?;Vero/Falso;###Vero, Falso;⭐⭐⭐;16/01/2026
CIN20036;Cinema 2000-2010;Quale film conclude la trilogia de "Il Signore degli Anelli"?;4 risposte;A) La Compagnia dell'Anello, B) Le due torri, ###C) Il ritorno del re, D) Lo Hobbit;⭐⭐;16/01/2026
CIN20037;Cinema 2000-2010;Chi interpreta Neo nella trilogia di "Matrix"?;Risposta aperta;###Keanu Reeves;⭐⭐;16/01/2026
CIN20038;Cinema 2000-2010;Quale capitolo di Harry Potter è uscito nel 2002?;4 risposte;A) La pietra filosofale, ###B) La camera dei segreti, C) Il prigioniero di Azkaban, D) Il calice di fuoco;⭐⭐;16/01/2026
CIN20039;Cinema 2000-2010;Chi ha diretto "The Aviator" (2004)?;4 risposte;A) Clint Eastwood, ###B) Martin Scorsese, C) Ron Howard, D) Steven Spielberg;⭐⭐;16/01/2026
CIN20040;Cinema 2000-2010;Quale film del 2007 è l'adattamento del romanzo "Espiazione" di Ian McEwan?;4 risposte;A) The Reader, ###B) Espiazione, C) Atonement (titolo inglese), D) The English Patient;⭐⭐;16/01/2026
CIN20041;Cinema 2000-2010;Chi ha diretto "The Hurt Locker"?;Risposta aperta;###Kathryn Bigelow;⭐⭐⭐;16/01/2026
CIN20042;Cinema 2000-2010;Quale film di Alejandro González Iñárritu del 2006 intreccia storie ambientate in più paesi?;4 risposte;A) 21 Grammi, ###B) Babel, C) Amores Perros, D) Birdman;⭐⭐⭐;16/01/2026
CIN20043;Cinema 2000-2010;"Babel" è ambientato in più paesi e lingue diverse: vero o falso?;Vero/Falso;###Vero, Falso;⭐⭐;16/01/2026
CIN20044;Cinema 2000-2010;Quale film del 2005 racconta la storia d'amore tra due cowboy?;4 risposte;A) The Ice Storm, ###B) Brokeback Mountain, C) The Hours, D) Brokeback Ranch;⭐⭐;16/01/2026
CIN20045;Cinema 2000-2010;Chi ha diretto "Inception"?;Risposta aperta;###Christopher Nolan;⭐⭐⭐;16/01/2026
CIN20046;Cinema 2000-2010;Quale film di Hayao Miyazaki del 2002 ha vinto l'Oscar come Miglior Film d'Animazione?;4 risposte;A) Il castello errante di Howl, ###B) La città incantata, C) Principessa Mononoke, D) Il mio vicino Totoro;⭐⭐;16/01/2026
CIN20047;Cinema 2000-2010;"La città incantata" ha vinto l'Oscar per il miglior film d'animazione: vero o falso?;Vero/Falso;###Vero, Falso;⭐⭐;16/01/2026
CIN20048;Cinema 2000-2010;Quale film di Christopher Nolan del 2008 ha come tema principale i sogni?;4 risposte;A) Il cavaliere oscuro, B) Memento, ###C) Inception, D) The Prestige;⭐⭐⭐;16/01/2026
CIN20049;Cinema 2000-2010;Chi interpreta Jack Sparrow nella saga "Pirati dei Caraibi"?;Risposta aperta;###Johnny Depp;⭐⭐;16/01/2026
CIN20050;Cinema 2000-2010;Quale film di James Cameron del 2009 è ambientato sul pianeta Pandora?;4 risposte;A) District 9, ###B) Avatar, C) Star Trek, D) Prometheus;⭐⭐⭐;16/01/2026
CIN20051;Cinema 2000-2010;"Avatar" ha detenuto il record di incassi mondiali per diversi anni: vero o falso?;Vero/Falso;###Vero, Falso;⭐⭐;16/01/2026
CIN20052;Cinema 2000-2010;Quale film di Michel Gondry del 2004 è scritto da Charlie Kaufman?;4 risposte;A) Adaptation, ###B) Se mi lasci ti cancello, C) Essere John Malkovich, D) Eternal Sunshine (titolo inglese);⭐⭐;16/01/2026
CIN20053;Cinema 2000-2010;Chi interpreta il protagonista in "Il petroliere"?;Risposta aperta;###Daniel Day-Lewis;⭐⭐⭐;16/01/2026
CIN20054;Cinema 2000-2010;Quale film di Clint Eastwood del 2004 racconta la storia di una pugile?;4 risposte;A) Mystic River, ###B) Million Dollar Baby, C) Gran Torino, D) Flags of Our Fathers;⭐⭐;16/01/2026
CIN20055;Cinema 2000-2010;"Million Dollar Baby" ha vinto l'Oscar per il Miglior Film: vero o falso?;Vero/Falso;###Vero, Falso;⭐⭐;16/01/2026
CIN20056;Cinema 2000-2010;Quale film del 2001 è tratto dal romanzo di J.R.R. Tolkien e diretto da Peter Jackson?;4 risposte;A) Lo Hobbit, B) Le cronache di Narnia, ###C) Il Signore degli Anelli - La Compagnia dell'Anello, D) Harry Potter e la pietra filosofale;⭐⭐;16/01/2026
CIN20057;Cinema 2000-2010;Chi ha diretto "Zodiac" (2007)?;Risposta aperta;###David Fincher;⭐⭐⭐;16/01/2026
CIN20058;Cinema 2000-2010;Quale film del 2004 è tratto da "Il codice Da Vinci"?;4 risposte;A) Angeli e demoni, ###B) Il codice Da Vinci, C) Il nome della rosa, D) Il nono portale;⭐⭐;16/01/2026
CIN20059;Cinema 2000-2010;"The Aviator" racconta la vita di quale personaggio storico?;4 risposte;A) Charles Lindbergh, B) Orson Welles, ###C) Howard Hughes, D) Howard Stern;⭐⭐;16/01/2026
CIN20060;Cinema 2000-2010;Quale film di Kathryn Bigelow del 2009 parla di una squadra di artificieri in Iraq?;4 risposte;A) Zero Dark Thirty, ###B) The Hurt Locker, C) Green Zone, D) The Messenger;⭐⭐⭐;16/01/2026
CIN20061;Cinema 2000-2010;Chi interpreta il protagonista in "The Hurt Locker"?;Risposta aperta;###Jeremy Renner;⭐⭐;16/01/2026
CIN20062;Cinema 2000-2010;Quale film del 2001, diretto da Ridley Scott, è ambientato nell'antica Roma?;4 risposte;A) Troy, ###B) Il Gladiatore, C) Alexander, D) Centurion;⭐⭐;16/01/2026
CIN20063;Cinema 2000-2010;"Il Gladiatore" ha vinto l'Oscar per il Miglior Film: vero o falso?;Vero/Falso;###Vero, Falso;⭐⭐;16/01/2026
CIN20064;Cinema 2000-2010;Quale film di David Fincher del 2007 racconta le indagini sul serial killer Zodiac?;4 risposte;A) Se7en, ###B) Zodiac, C) Fight Club, D) The Social Network;⭐⭐;16/01/2026
CIN20065;Cinema 2000-2010;Chi ha diretto "Il cavaliere oscuro"?;Risposta aperta;###Christopher Nolan;⭐⭐;16/01/2026
CIN20066;Cinema 2000-2010;Quale film del 2005 diretto da Ang Lee racconta una storia d'amore tra due cowboy?;4 risposte;A) The Ice Storm, ###B) Brokeback Mountain, C) The Hours, D) The Wrestler;⭐⭐;16/01/2026
CIN20067;Cinema 2000-2010;"Il petroliere" è uscito nel 2007: vero o falso?;Vero/Falso;###Vero, Falso;⭐⭐⭐;16/01/2026
CIN20068;Cinema 2000-2010;Quale film del 2003, diretto da Peter Weir, ha Russell Crowe come protagonista e si svolge in mare?;4 risposte;A) The Proposition, ###B) Master and Commander - Sfida ai confini del mare, C) Rabbit-Proof Fence, D) The Painted Veil;⭐⭐;16/01/2026
CIN20069;Cinema 2000-2010;Chi è il protagonista de "The Social Network" interpretato da Jesse Eisenberg?;Risposta aperta;###Mark Zuckerberg;⭐⭐;16/01/2026
CIN20070;Cinema 2000-2010;Quale film di Michel Gondry del 2004 esplora i ricordi e le relazioni?;4 risposte;A) Adaptation, ###B) Se mi lasci ti cancello, C) Essere John Malkovich, D) Eternal Sunshine (titolo inglese);⭐⭐;16/01/2026
CIN20071;Cinema 2000-2010;"Il ritorno del re" conclude quale trilogia?;4 risposte;A) Harry Potter, B) Le cronache di Narnia, ###C) Il Signore degli Anelli, D) Lo Hobbit;⭐⭐;16/01/2026
CIN20072;Cinema 2000-2010;Quale film di Quentin Tarantino del 2009 è ambientato durante la Seconda Guerra Mondiale?;4 risposte;A) Django Unchained, ###B) Bastardi senza gloria, C) Pulp Fiction, D) Inglourious Basterds (titolo originale);⭐⭐;16/01/2026
CIN20073;Cinema 2000-2010;Chi interpreta il protagonista in "Il petroliere"?;Risposta aperta;###Daniel Day-Lewis;⭐⭐⭐;16/01/2026
CIN20074;Cinema 2000-2010;Quale film di Robert Zemeckis del 2004 ha usato la performance capture per il protagonista?;4 risposte;A) Forrest Gump, ###B) Polar Express, C) Cast Away, D) The Walk;⭐⭐;16/01/2026
CIN20075;Cinema 2000-2010;"Il codice Da Vinci" è uscito in Italia nel 2006: vero o falso?;Vero/Falso;###Vero, Falso;⭐⭐;16/01/2026
CIN20076;Cinema 2000-2010;Quale film di Christopher Nolan del 2010 ha come protagonista Leonardo DiCaprio?;4 risposte;A) Il cavaliere oscuro, B) Memento, ###C) Inception, D) The Prestige;⭐⭐⭐;16/01/2026
CIN20077;Cinema 2000-2010;Chi interpreta il protagonista in "The Hurt Locker"?;Risposta aperta;###Jeremy Renner;⭐⭐;16/01/2026
CIN20078;Cinema 2000-2010;Quale film del 2001 diretto da Ridley Scott ha Russell Crowe come protagonista?;4 risposte;A) Troy, ###B) Il Gladiatore, C) Alexander, D) Gladiator II;⭐⭐;16/01/2026
CIN20079;Cinema 2000-2010;"Il Gladiatore" ha vinto l'Oscar per il Miglior Film: vero o falso?;Vero/Falso;###Vero, Falso;⭐⭐;16/01/2026
CIN20080;Cinema 2000-2010;Quale film di Martin Scorsese del 2004 racconta la vita di Howard Hughes?;4 risposte;A) Gangs of New York, ###B) The Aviator, C) The Departed, D) Hugo;⭐⭐;16/01/2026
CIN20081;Cinema 2000-2010;Chi ha diretto "Il cavaliere oscuro"?;Risposta aperta;###Christopher Nolan;⭐⭐;16/01/2026
CIN20082;Cinema 2000-2010;Quale film di Michel Gondry del 2004 è scritto da Charlie Kaufman?;4 risposte;A) Adaptation, ###B) Se mi lasci ti cancello, C) Essere John Malkovich, D) Eternal Sunshine;⭐⭐;16/01/2026
CIN20083;Cinema 2000-2010;"Se mi lasci ti cancello" ha vinto l'Oscar per la Migliore Sceneggiatura Originale: vero o falso?;Vero/Falso;###Vero, Falso;⭐⭐;16/01/2026
CIN20084;Cinema 2000-2010;Quale film di Hayao Miyazaki del 2002 racconta la storia di una ragazza in un mondo magico?;4 risposte;A) Il castello errante di Howl, ###B) La città incantata, C) Principessa Mononoke, D) Il mio vicino Totoro;⭐⭐;16/01/2026
CIN20085;Cinema 2000-2010;Chi interpreta Jack Sparrow nella saga "Pirati dei Caraibi"?;Risposta aperta;###Johnny Depp;⭐⭐;16/01/2026
CIN20086;Cinema 2000-2010;Quale film di David Fincher del 2007 racconta le indagini sul serial killer Zodiac?;4 risposte;A) Se7en, B) Fight Club, ###C) Zodiac, D) The Social Network;⭐⭐;16/01/2026
CIN20087;Cinema 2000-2010;"Zodiac" è basato su eventi reali: vero o falso?;Vero/Falso;###Vero, Falso;⭐⭐;16/01/2026
CIN20088;Cinema 2000-2010;Quale film di Peter Weir del 2003 ha Russell Crowe come protagonista e si svolge in mare?;4 risposte;A) The Proposition, ###B) Master and Commander - Sfida ai confini del mare, C) Rabbit-Proof Fence, D) The Painted Veil;⭐⭐;16/01/2026
CIN20089;Cinema 2000-2010;Chi è il personaggio principale de "The Social Network"?;Risposta aperta;###Mark Zuckerberg;⭐⭐;16/01/2026
CIN20090;Cinema 2000-2010;Quale film di Ang Lee del 2005 racconta una storia d'amore tra due cowboy?;4 risposte;A) The Ice Storm, ###B) Brokeback Mountain, C) The Hours, D) The Wrestler;⭐⭐;16/01/2026
CIN20091;Cinema 2000-2010;"Brokeback Mountain" ha vinto l'Oscar per la Migliore Regia: vero o falso?;Vero/Falso;Vero, ###Falso;⭐⭐;16/01/2026
CIN20092;Cinema 2000-2010;Quale film di James Cameron del 2009 è ambientato su Pandora?;4 risposte;A) District 9, ###B) Avatar, C) Star Trek, D) Prometheus;⭐⭐;16/01/2026
CIN20093;Cinema 2000-2010;Chi interpreta il protagonista in "Il petroliere"?;Risposta aperta;###Daniel Day-Lewis;⭐⭐⭐;16/01/2026
CIN20094;Cinema 2000-2010;Quale film di Clint Eastwood del 2004 racconta la storia di una pugile?;4 risposte;A) Mystic River, ###B) Million Dollar Baby, C) Gran Torino, D) Flags of Our Fathers;⭐⭐;16/01/2026
CIN20095;Cinema 2000-2010;"Il cavaliere oscuro" ha portato a una vittoria postuma dell'Oscar per Heath Ledger: vero o falso?;Vero/Falso;###Vero, Falso;⭐;16/01/2026
CIN20096;Cinema 2000-2010;"Il Signore degli Anelli" trilogia è stata diretta da Guillermo del Toro: vero o falso?;Vero/Falso;Vero, ###Falso;⭐;16/01/2026
CIN20097;Cinema 2000-2010;"Non è un paese per vecchi" è tratto da un romanzo di Cormac McCarthy: vero o falso?;Vero/Falso;###Vero, Falso;⭐;16/01/2026
CIN20098;Cinema 2000-2010;"The Social Network" è stato sceneggiato da Aaron Sorkin: vero o falso?;Vero/Falso;###Vero, Falso;⭐;16/01/2026
CIN20099;Cinema 2000-2010;Il film "Inception" è uscito nel 2010: vero o falso?;Vero/Falso;Vero, ###Falso;⭐;16/01/2026
CIN20100;Cinema 2000-2010;"Avatar" è stato il film con il maggior incasso mondiale fino al 2010: vero o falso?;Vero/Falso;###Vero, Falso;⭐;16/01/2026
