ID;Tema;Domanda;Tipologia;Risposte;Difficoltà;Data creazione
CNNK00025;Cartoni Cartoon Network e Nickelodeon;Chi ha creato "Steven Universe"?;4 risposte;A) Pendleton Ward, ###B) Rebecca Sugar, C) Genndy Tartakovsky, D) Butch Hartman;⭐⭐;15/01/2026
CNNK00026;Cartoni Cartoon Network e Nickelodeon;"Foster's Home for Imaginary Friends" è stato creato da Craig McCracken.;Vero/Falso;Vero, ###Falso;⭐⭐;15/01/2026
CNNK00027;Cartoni Cartoon Network e Nickelodeon;Quale serie presenta un ragazzo che vive in un mondo chiamato "Ooo"?;4 risposte;A) The Fairly OddParents, ###B) Adventure Time, C) SpongeBob SquarePants, D) The Amazing World of Gumball;⭐⭐;15/01/2026
CNNK00028;Cartoni Cartoon Network e Nickelodeon;Chi ha creato "Rugrats"?;4 risposte;A) Craig McCracken, ###B) Arlene Klasky, Gábor Csupó e Paul Germain, C) Butch Hartman, D) Jhonen Vasquez;⭐⭐;15/01/2026
CNNK00029;Cartoni Cartoon Network e Nickelodeon;"Rocko's Modern Life" è una produzione Nickelodeon degli anni '90.;Vero/Falso;###Vero, Falso;⭐⭐;15/01/2026
CNNK00030;Cartoni Cartoon Network e Nickelodeon;Quale serie presenta un ragazzo che vive in una città chiamata Hillwood?;4 risposte;A) Rugrats, ###B) Hey Arnold!, C) SpongeBob SquarePants, D) Rocko's Modern Life;⭐⭐;15/01/2026
CNNK00031;Cartoni Cartoon Network e Nickelodeon;Chi ha creato "Dexter's Laboratory"?;4 risposte;A) Craig McCracken, ###B) Genndy Tartakovsky, C) Pendleton Ward, D) John R. Dilworth;⭐⭐;15/01/2026
CNNK00032;Cartoni Cartoon Network e Nickelodeon;Quale serie presenta un ragazzo che può trasformarsi in molteplici alieni grazie all'Omnitrix?;4 risposte;A) Generator Rex, ###B) Ben 10, C) Teen Titans, D) Sym-Bionic Titan;⭐⭐;15/01/2026
CNNK00033;Cartoni Cartoon Network e Nickelodeon;"SpongeBob SquarePants" è ambientato nella città sottomarina di Bikini Bottom.;Vero/Falso;###Vero, Falso;⭐;15/01/2026
CNNK00034;Cartoni Cartoon Network e Nickelodeon;Chi ha creato "Invader Zim"?;4 risposte;A) Butch Hartman, ###B) Jhonen Vasquez, C) Craig McCracken, D) Genndy Tartakovsky;⭐⭐;15/01/2026
CNNK00035;Cartoni Cartoon Network e Nickelodeon;Quale serie presenta i personaggi Mordecai e Rigby?;4 risposte;A) Adventure Time, B) The Powerpuff Girls, ###C) Regular Show, D) The Amazing World of Gumball;⭐⭐;15/01/2026
CNNK00036;Cartoni Cartoon Network e Nickelodeon;"Teen Titans Go!" è una versione più comica rispetto a "Teen Titans".;Vero/Falso;Vero, ###Falso;⭐⭐;15/01/2026
CNNK00037;Cartoni Cartoon Network e Nickelodeon;Chi ha creato "The Fairly OddParents"?;4 risposte;A) Jhonen Vasquez, ###B) Butch Hartman, C) Craig McCracken, D) Pendleton Ward;⭐⭐;15/01/2026
CNNK00038;Cartoni Cartoon Network e Nickelodeon;Quale serie presenta un ragazzo di nome Timmy con due fate padrine?;4 risposte;A) Danny Phantom, ###B) The Fairly OddParents, C) Invader Zim, D) Rugrats;⭐⭐;15/01/2026
CNNK00039;Cartoni Cartoon Network e Nickelodeon;"The Powerpuff Girls" combina azione e commedia con estetica pop art.;Vero/Falso;###Vero, Falso;⭐⭐;15/01/2026
CNNK00040;Cartoni Cartoon Network e Nickelodeon;Chi ha creato "Regular Show"?;4 risposte;A) Pendleton Ward, ###B) J.G. Quintel, C) Craig McCracken, D) Genndy Tartakovsky;⭐⭐;15/01/2026
CNNK00041;Cartoni Cartoon Network e Nickelodeon;Quale serie presenta un ragazzo che vive in una città chiamata Elmore?;4 risposte;A) Dexter's Laboratory, ###B) The Amazing World of Gumball, C) Ed, Edd n Eddy, D) Adventure Time;⭐⭐;15/01/2026
CNNK00042;Cartoni Cartoon Network e Nickelodeon;"Chowder" è stato creato da C.H. Greenblatt.;Vero/Falso;###Vero, Falso;⭐⭐;15/01/2026
CNNK00043;Cartoni Cartoon Network e Nickelodeon;Chi ha creato "Samurai Jack"?;4 risposte;A) Craig McCracken, ###B) Genndy Tartakovsky, C) Pendleton Ward, D) Butch Hartman;⭐⭐;15/01/2026
CNNK00044;Cartoni Cartoon Network e Nickelodeon;Quale serie presenta un protagonista chiamato Dexter, un giovane scienziato geniale?;4 risposte;A) Johnny Bravo, ###B) Dexter's Laboratory, C) The Powerpuff Girls, D) Ed, Edd n Eddy;⭐⭐;15/01/2026
CNNK00045;Cartoni Cartoon Network e Nickelodeon;"Hey Arnold!" esplora spesso temi urbani e sociali.;Vero/Falso;Vero, ###Falso;⭐⭐;15/01/2026
CNNK00046;Cartoni Cartoon Network e Nickelodeon;Chi ha creato "The Amazing World of Gumball"?;4 risposte;A) Pendleton Ward, ###B) Ben Bocquelet, C) Craig McCracken, D) Genndy Tartakovsky;⭐⭐;15/01/2026
CNNK00047;Cartoni Cartoon Network e Nickelodeon;Quale serie presenta un ragazzo che lavora in un ristorante chiamato the Krusty Krab?;4 risposte;A) Hey Arnold!, ###B) SpongeBob SquarePants, C) Rugrats, D) The Fairly OddParents;⭐⭐;15/01/2026
CNNK00048;Cartoni Cartoon Network e Nickelodeon;"Adventure Time" ha influenzato la rinascita dell'animazione per giovani adulti.;Vero/Falso;###Vero, Falso;⭐⭐;15/01/2026
CNNK00049;Cartoni Cartoon Network e Nickelodeon;Chi ha creato "Ben 10" (gruppo Man of Action)?;4 risposte;A) Craig McCracken, ###B) Man of Action, C) Genndy Tartakovsky, D) Pendleton Ward;⭐⭐;15/01/2026
CNNK00050;Cartoni Cartoon Network e Nickelodeon;Quale serie presenta un protagonista chiamato Zim che tenta di conquistare la Terra?;4 risposte;A) Danny Phantom, ###B) Invader Zim, C) The Fairly OddParents, D) SpongeBob SquarePants;⭐⭐;15/01/2026
CNNK00051;Cartoni Cartoon Network e Nickelodeon;Chi ha creato "Rugrats"?;4 risposte;A) Craig McCracken, ###B) Arlene Klasky, Gábor Csupó e Paul Germain, C) Butch Hartman, D) Jhonen Vasquez;⭐⭐;15/01/2026
CNNK00052;Cartoni Cartoon Network e Nickelodeon;"The Powerpuff Girls" è stata creata come cortometraggio per un festival prima di diventare serie.;Vero/Falso;###Vero, Falso;⭐⭐;15/01/2026
CNNK00053;Cartoni Cartoon Network e Nickelodeon;Quale serie presenta un ragazzo chiamato Mordecai e il suo amico Rigby?;4 risposte;A) Adventure Time, B) The Powerpuff Girls, ###C) Regular Show, D) The Amazing World of Gumball;⭐⭐;15/01/2026
CNNK00054;Cartoni Cartoon Network e Nickelodeon;Chi ha creato "The Fairly OddParents"?;4 risposte;A) Jhonen Vasquez, ###B) Butch Hartman, C) Craig McCracken, D) Pendleton Ward;⭐⭐;15/01/2026
CNNK00055;Cartoni Cartoon Network e Nickelodeon;"SpongeBob SquarePants" è stato creato da Stephen Hillenburg.;Vero/Falso;###Vero, Falso;⭐;15/01/2026
CNNK00056;Cartoni Cartoon Network e Nickelodeon;Quale serie presenta un ragazzo che si chiama Timmy e ha due fate padrine?;4 risposte;A) Danny Phantom, ###B) The Fairly OddParents, C) Invader Zim, D) Rugrats;⭐⭐;15/01/2026
CNNK00057;Cartoni Cartoon Network e Nickelodeon;Chi ha creato "Dexter's Laboratory"?;4 risposte;A) Craig McCracken, ###B) Genndy Tartakovsky, C) Pendleton Ward, D) John R. Dilworth;⭐⭐;15/01/2026
CNNK00058;Cartoni Cartoon Network e Nickelodeon;"Ed, Edd n Eddy" è noto per il suo umorismo slapstick e le gag ricorrenti.;Vero/Falso;###Vero, Falso;⭐⭐;15/01/2026
CNNK00059;Cartoni Cartoon Network e Nickelodeon;Quale serie presenta un ragazzo che si trasforma in un fantasma per combattere il crimine?;4 risposte;A) Invader Zim, ###B) Danny Phantom, C) The Fairly OddParents, D) Courage the Cowardly Dog;⭐⭐;15/01/2026
CNNK00060;Cartoni Cartoon Network e Nickelodeon;Chi ha creato "Samurai Jack"?;4 risposte;A) Craig McCracken, ###B) Genndy Tartakovsky, C) Pendleton Ward, D) Butch Hartman;⭐⭐;15/01/2026
CNNK00061;Cartoni Cartoon Network e Nickelodeon;"The Amazing World of Gumball" mescola animazione 2D, 3D e live-action.;Vero/Falso;###Vero, Falso;⭐⭐;15/01/2026
CNNK00062;Cartoni Cartoon Network e Nickelodeon;Quale serie presenta un ragazzo che si chiama Ben e usa l'Omnitrix?;4 risposte;A) Generator Rex, ###B) Ben 10, C) Teen Titans, D) Sym-Bionic Titan;⭐⭐;15/01/2026
CNNK00063;Cartoni Cartoon Network e Nickelodeon;Chi ha creato "Regular Show"?;4 risposte;A) Pendleton Ward, ###B) J.G. Quintel, C) Craig McCracken, D) Genndy Tartakovsky;⭐⭐;15/01/2026
CNNK00064;Cartoni Cartoon Network e Nickelodeon;"Invader Zim" è noto per il suo umorismo oscuro e satirico.;Vero/Falso;Vero, ###Falso;⭐⭐;15/01/2026
CNNK00065;Cartoni Cartoon Network e Nickelodeon;Quale serie presenta un ragazzo che vive in una città chiamata Elmore?;4 risposte;A) Dexter's Laboratory, ###B) The Amazing World of Gumball, C) Ed, Edd n Eddy, D) Adventure Time;⭐⭐;15/01/2026
CNNK00066;Cartoni Cartoon Network e Nickelodeon;Chi ha creato "Ben 10"?;4 risposte;A) Craig McCracken, ###B) Man of Action, C) Genndy Tartakovsky, D) Pendleton Ward;⭐⭐;15/01/2026
CNNK00067;Cartoni Cartoon Network e Nickelodeon;"The Powerpuff Girls" è stata trasmessa per la prima volta nel 1998.;Vero/Falso;###Vero, Falso;⭐⭐;15/01/2026
CNNK00068;Cartoni Cartoon Network e Nickelodeon;Quale serie presenta un ragazzo che lavora in un ristorante chiamato the Krusty Krab?;4 risposte;A) Hey Arnold!, ###B) SpongeBob SquarePants, C) Rugrats, D) The Fairly OddParents;⭐⭐;15/01/2026
CNNK00069;Cartoni Cartoon Network e Nickelodeon;Chi ha creato "The Fairly OddParents"?;4 risposte;A) Jhonen Vasquez, ###B) Butch Hartman, C) Craig McCracken, D) Pendleton Ward;⭐⭐;15/01/2026
CNNK00070;Cartoni Cartoon Network e Nickelodeon;"Adventure Time" ha una forte componente di worldbuilding e mitologia originale.;Vero/Falso;###Vero, Falso;⭐⭐;15/01/2026
CNNK00071;Cartoni Cartoon Network e Nickelodeon;Quale serie presenta i personaggi Blossom, Bubbles e Buttercup?;4 risposte;A) Dexter's Laboratory, ###B) The Powerpuff Girls, C) Foster's Home for Imaginary Friends, D) Ed, Edd n Eddy;⭐;15/01/2026
CNNK00072;Cartoni Cartoon Network e Nickelodeon;Chi ha creato "Invader Zim"?;4 risposte;A) Butch Hartman, ###B) Jhonen Vasquez, C) Craig McCracken, D) Genndy Tartakovsky;⭐⭐;15/01/2026
CNNK00073;Cartoni Cartoon Network e Nickelodeon;"Regular Show" è noto per episodi che mescolano quotidianità e surreale.;Vero/Falso;###Vero, Falso;⭐⭐;15/01/2026
CNNK00074;Cartoni Cartoon Network e Nickelodeon;Quale serie presenta un ragazzo che si chiama Timmy e ha due fate padrine?;4 risposte;A) Danny Phantom, ###B) The Fairly OddParents, C) Invader Zim, D) Rugrats;⭐⭐;15/01/2026
CNNK00075;Cartoni Cartoon Network e Nickelodeon;Chi ha creato "Dexter's Laboratory"?;4 risposte;A) Craig McCracken, ###B) Genndy Tartakovsky, C) Pendleton Ward, D) John R. Dilworth;⭐⭐;15/01/2026
CNNK00076;Cartoni Cartoon Network e Nickelodeon;"SpongeBob SquarePants" è stato creato da Stephen Hillenburg.;Vero/Falso;###Vero, Falso;⭐;15/01/2026
CNNK00077;Cartoni Cartoon Network e Nickelodeon;Quale serie presenta un ragazzo che può trasformarsi in molteplici alieni grazie all'Omnitrix?;4 risposte;A) Generator Rex, ###B) Ben 10, C) Teen Titans, D) Sym-Bionic Titan;⭐⭐;15/01/2026
CNNK00078;Cartoni Cartoon Network e Nickelodeon;Chi ha creato "The Amazing World of Gumball"?;4 risposte;A) Pendleton Ward, ###B) Ben Bocquelet, C) Craig McCracken, D) Genndy Tartakovsky;⭐⭐;15/01/2026
CNNK00079;Cartoni Cartoon Network e Nickelodeon;"Adventure Time" ha influenzato la generazione di animatori successiva.;Vero/Falso;Vero, ###Falso;⭐⭐;15/01/2026
CNNK00080;Cartoni Cartoon Network e Nickelodeon;Quale serie presenta i personaggi Mordecai e Rigby?;4 risposte;A) Adventure Time, B) The Powerpuff Girls, ###C) Regular Show, D) The Amazing World of Gumball;⭐⭐;15/01/2026
CNNK00081;Cartoni Cartoon Network e Nickelodeon;Chi ha creato "Ben 10"?;4 risposte;A) Craig McCracken, ###B) Man of Action, C) Genndy Tartakovsky, D) Pendleton Ward;⭐⭐;15/01/2026
CNNK00082;Cartoni Cartoon Network e Nickelodeon;"The Powerpuff Girls" è stata creata da Craig McCracken.;Vero/Falso;###Vero, Falso;⭐⭐;15/01/2026
CNNK00083;Cartoni Cartoon Network e Nickelodeon;Quale serie presenta un ragazzo che vive in una città chiamata Elmore e ha un amico chiamato Darwin?;4 risposte;A) Dexter's Laboratory, ###B) The Amazing World of Gumball, C) Ed, Edd n Eddy, D) Adventure Time;⭐⭐;15/01/2026
CNNK00084;Cartoni Cartoon Network e Nickelodeon;Chi ha creato "Invader Zim"?;4 risposte;A) Butch Hartman, ###B) Jhonen Vasquez, C) Craig McCracken, D) Genndy Tartakovsky;⭐⭐;15/01/2026
CNNK00085;Cartoni Cartoon Network e Nickelodeon;"Regular Show" è stato creato da J.G. Quintel.;Vero/Falso;###Vero, Falso;⭐⭐;15/01/2026
CNNK00086;Cartoni Cartoon Network e Nickelodeon;Quale serie presenta un ragazzo che lavora in un ristorante chiamato the Krusty Krab?;4 risposte;A) Hey Arnold!, ###B) SpongeBob SquarePants, C) Rugrats, D) The Fairly OddParents;⭐⭐;15/01/2026
CNNK00087;Cartoni Cartoon Network e Nickelodeon;Chi ha creato "The Fairly OddParents"?;4 risposte;A) Jhonen Vasquez, ###B) Butch Hartman, C) Craig McCracken, D) Pendleton Ward;⭐⭐;15/01/2026
CNNK00088;Cartoni Cartoon Network e Nickelodeon;"Adventure Time" è noto per la sua mitologia complessa.;Vero/Falso;###Vero, Falso;⭐⭐;15/01/2026
CNNK00089;Cartoni Cartoon Network e Nickelodeon;Quale serie presenta un ragazzo che si chiama Ben e usa l'Omnitrix?;4 risposte;A) Generator Rex, ###B) Ben 10, C) Teen Titans, D) Sym-Bionic Titan;⭐⭐;15/01/2026
CNNK00090;Cartoni Cartoon Network e Nickelodeon;Chi ha creato "The Amazing World of Gumball"?;4 risposte;A) Pendleton Ward, ###B) Ben Bocquelet, C) Craig McCracken, D) Genndy Tartakovsky;⭐⭐;15/01/2026
CNNK00091;Cartoni Cartoon Network e Nickelodeon;"SpongeBob SquarePants" è ambientato a Bikini Bottom.;Vero/Falso;###Vero, Falso;⭐;15/01/2026
CNNK00092;Cartoni Cartoon Network e Nickelodeon;Quale serie presenta i personaggi Blossom, Bubbles e Buttercup?;4 risposte;A) Dexter's Laboratory, ###B) The Powerpuff Girls, C) Foster's Home for Imaginary Friends, D) Ed, Edd n Eddy;⭐;15/01/2026
CNNK00093;Cartoni Cartoon Network e Nickelodeon;Chi ha creato "Dexter's Laboratory"?;4 risposte;A) Craig McCracken, ###B) Genndy Tartakovsky, C) Pendleton Ward, D) John R. Dilworth;⭐⭐;15/01/2026
CNNK00094;Cartoni Cartoon Network e Nickelodeon;"Invader Zim" è stato creato da Jhonen Vasquez.;Vero/Falso;###Vero, Falso;⭐⭐;15/01/2026
CNNK00095;Cartoni Cartoon Network e Nickelodeon;Quale serie presenta un ragazzo che vive in una città chiamata Hillwood?;4 risposte;A) Rugrats, ###B) Hey Arnold!, C) SpongeBob SquarePants, D) Rocko's Modern Life;⭐⭐;15/01/2026
CNNK00096;Cartoni Cartoon Network e Nickelodeon;Chi ha creato "Regular Show"?;4 risposte;A) Pendleton Ward, ###B) J.G. Quintel, C) Craig McCracken, D) Genndy Tartakovsky;⭐⭐;15/01/2026
CNNK00097;Cartoni Cartoon Network e Nickelodeon;"The Powerpuff Girls" è stata creata come cortometraggio prima della serie.;Vero/Falso;###Vero, Falso;⭐⭐;15/01/2026
CNNK00098;Cartoni Cartoon Network e Nickelodeon;Quale serie presenta un ragazzo che si chiama Timmy e ha due fate padrine?;4 risposte;A) Danny Phantom, ###B) The Fairly OddParents, C) Invader Zim, D) Rugrats;⭐⭐;15/01/2026
CNNK00099;Cartoni Cartoon Network e Nickelodeon;Chi ha creato "Ben 10"?;4 risposte;A) Craig McCracken, ###B) Man of Action, C) Genndy Tartakovsky, D) Pendleton Ward;⭐⭐;15/01/2026
CNNK00100;Cartoni Cartoon Network e Nickelodeon;Quale serie presenta un ragazzo che lavora in un ristorante chiamato the Krusty Krab?;4 risposte;A) Hey Arnold!, ###B) SpongeBob SquarePants, C) Rugrats, D) The Fairly OddParents;⭐⭐;15/01/2026
